,Unnamed: 0.1,Unnamed: 0,assists,birthCity,birthCountryCode,birthDate,birthStateProvinceCode,currentTeamAbbrev,currentTeamName,draftOverall,draftRound,draftYear,firstSeasonForGameType,gamesPlayed,goals,height,isInHallOfFameYn,lastName,nationalityCode,playerId,points,positionCode,shootsCatches,skaterFullName,weight
304,304,304,21,Coquitlam,CAN,1998-06-20,BC,CBJ,Columbus Blue Jackets,17.0,1.0,2016.0,20182019,70,3,72,N,Fabbro,CAN,8479371,24,D,R,Dante Fabbro,200
305,305,305,18,Estevan,CAN,1997-05-29,SK,BOS,Boston Bruins,,,,20202021,85,24,74,N,Jeannot,CAN,8479661,42,L,L,Tanner Jeannot,221
306,306,306,0,Chomutov,CZE,1995-01-12,,TOR,Toronto Maple Leafs,,,,20192020,7,2,74,N,Kampf,CZE,8480144,2,C,L,David Kampf,198
307,307,307,33,Hradec Kralove,CZE,1997-11-02,,VAN,Vancouver Canucks,53.0,2.0,2016.0,20182019,78,5,72,N,Hronek,CZE,8479425,38,D,R,Filip Hronek,190
308,308,308,54,Abbotsford,CAN,1994-02-21,BC,COL,Colorado Avalanche,108.0,4.0,2014.0,20182019,86,18,73,N,Toews,CAN,8478038,72,D,L,Devon Toews,191
309,309,309,9,Sewell,USA,1995-10-24,NJ,NYI,New York Islanders,19.0,1.0,2014.0,20192020,14,1,72,N,DeAngelo,USA,8477950,10,D,R,Tony DeAngelo,190
310,310,310,2,Toronto,CAN,1998-05-05,ON,STL,St. Louis Blues,35.0,2.0,2016.0,20192020,12,7,73,N,Kyrou,CAN,8479385,9,R,R,Jordan Kyrou,189
311,311,311,15,Strathclair,CAN,1998-07-20,MB,BOS,Boston Bruins,67.0,3.0,2017.0,20192020,73,7,75,N,Geekie,CAN,8479987,22,C,R,Morgan Geekie,212
312,312,312,67,East Palestine,USA,1993-03-14,OH,NYR,New York Rangers,15.0,1.0,2011.0,20122013,80,32,72,N,Miller,USA,8476468,99,C,L,J.T. Miller,211
313,313,313,15,Tibro,SWE,1986-08-01,,,,216.0,7.0,2005.0,20072008,74,8,71,N,Stralman,SWE,8471873,23,D,R,Anton Stralman,193
314,314,314,3,Ottawa,CAN,1989-04-27,ON,,,179.0,6.0,2007.0,20102011,27,4,69,N,Byron,CAN,8474038,7,L,L,Paul Byron,164
315,315,315,44,Coquitlam,CAN,1997-05-26,BC,NYI,New York Islanders,16.0,1.0,2015.0,20162017,73,15,73,N,Barzal,CAN,8478445,59,C,R,Mathew Barzal,186
316,316,316,38,Denver,USA,1994-05-01,CO,CAR,Carolina Hurricanes,120.0,4.0,2012.0,20152016,79,4,75,N,Slavin,USA,8476958,42,D,L,Jaccob Slavin,207
317,317,317,38,Waterford,USA,1996-07-30,MI,DET,Detroit Red Wings,15.0,1.0,2014.0,20152016,71,31,73,N,Larkin,USA,8477946,69,C,L,Dylan Larkin,204
318,318,318,0,Yorkton,CAN,2001-01-29,SK,VGK,Vegas Golden Knights,41.0,2.0,2019.0,20212022,1,0,75,N,Korczak,CAN,8481527,0,D,R,Kaedan Korczak,206
319,319,319,0,Chicago,USA,1999-07-02,IL,,,88.0,3.0,2018.0,20202021,1,0,72,N,Keane,USA,8480466,0,D,R,Joey Keane,187
320,320,320,27,Linkoping,SWE,1996-06-12,,FLA,Florida Panthers,126.0,5.0,2014.0,20162017,71,10,73,N,Forsling,SWE,8478055,37,D,L,Gustav Forsling,199
321,321,321,0,Grand Rapids,USA,1998-01-26,MI,TBL,Tampa Bay Lightning,,,,20212022,2,0,73,N,Chaffee,USA,8482070,0,R,R,Mitchell Chaffee,197
322,322,322,31,Oakville,CAN,1999-10-20,ON,EDM,Edmonton Oilers,10.0,1.0,2018.0,20182019,81,12,75,N,Bouchard,CAN,8480803,43,D,R,Evan Bouchard,192
323,323,323,1,Ljungby,SWE,1997-04-29,,,,27.0,1.0,2015.0,20162017,6,0,74,N,Larsson,SWE,8478491,1,D,L,Jacob Larsson,193
324,324,324,22,Warroad,USA,1991-10-15,MN,COL,Colorado Avalanche,30.0,1.0,2010.0,20132014,72,37,76,N,Nelson,USA,8475754,59,C,L,Brock Nelson,205
325,325,325,7,Mississauga,CAN,1997-08-13,ON,DAL,Dallas Stars,63.0,3.0,2015.0,20172018,45,2,75,N,Capobianco,CAN,8478476,9,D,L,Kyle Capobianco,194
326,326,326,9,Welland,CAN,1987-11-18,ON,,,72.0,3.0,2006.0,20072008,59,6,71,N,Clutterbuck,CAN,8473504,15,R,R,Cal Clutterbuck,215
327,327,327,26,Nove Mesto na Morave,CZE,1999-01-15,,COL,Colorado Avalanche,12.0,1.0,2017.0,20172018,78,14,75,N,Necas,CZE,8480039,40,C,R,Martin Necas,195
328,328,328,31,Hilton Head Island,USA,1994-09-20,SC,MIN,Minnesota Wild,30.0,1.0,2013.0,20142015,82,34,72,N,Hartman,USA,8477451,65,R,R,Ryan Hartman,197
329,329,329,5,Moscow,RUS,1985-09-17,,WSH,Washington Capitals,1.0,1.0,2004.0,20072008,6,1,75,N,Ovechkin,RUS,8471214,6,L,R,Alex Ovechkin,238
330,330,330,0,Pickering,CAN,1991-05-17,ON,,,80.0,3.0,2011.0,20142015,6,1,73,N,Andreoff,CAN,8476404,1,C,L,Andy Andreoff,208
331,331,331,2,Calgary,CAN,1997-02-17,AB,,,,,,20202021,8,0,75,N,Strand,CAN,8480467,2,D,R,Austin Strand,215
332,332,332,7,Molnlycke,SWE,1995-03-14,,NYR,New York Rangers,180.0,6.0,2013.0,20162017,32,2,73,N,Blidh,SWE,8477320,9,L,L,Anton Blidh,191
333,333,333,3,Pickering,CAN,1994-06-20,ON,,,,,,20162017,18,2,70,N,Caggiula,CAN,8479465,5,L,L,Drake Caggiula,179
334,334,334,0,Copenhagen,DNK,1997-07-17,,,,,,,20192020,8,0,77,N,True,DNK,8480384,0,C,L,Alexander True,213
335,335,335,23,Columbus,USA,1997-01-29,OH,EDM,Edmonton Oilers,25.0,1.0,2015.0,20162017,81,22,73,N,Roslovic,USA,8478458,45,C,R,Jack Roslovic,198
336,336,336,37,Vancouver,CAN,1992-07-31,BC,,,4.0,1.0,2010.0,20112012,79,26,75,N,Johansen,CAN,8475793,63,C,R,Ryan Johansen,218
337,337,337,7,Orebro,SWE,1997-01-02,,,,29.0,1.0,2015.0,20162017,38,2,77,N,Carlsson,SWE,8478506,9,D,L,Gabriel Carlsson,195
338,338,338,21,Robbinsville,USA,1996-09-11,NJ,COL,Colorado Avalanche,118.0,4.0,2016.0,20202021,102,27,72,N,Colton,USA,8479525,48,C,L,Ross Colton,194
339,339,339,18,Rodovre,DNK,1989-05-08,,OTT,Ottawa Senators,13.0,1.0,2007.0,20092010,72,13,74,N,Eller,DNK,8474189,31,C,L,Lars Eller,207
340,340,340,0,Scarborough,CAN,2000-02-04,ON,NYI,New York Islanders,18.0,1.0,2018.0,20192020,1,0,73,N,Foudy,CAN,8480853,0,C,L,Liam Foudy,186
341,341,341,33,Chelyabinsk,RUS,1995-03-04,,COL,Colorado Avalanche,10.0,1.0,2013.0,20132014,82,34,76,N,Nichushkin,RUS,8477501,67,R,L,Valeri Nichushkin,210
342,342,342,11,Brandon,CAN,1996-11-28,MB,VGK,Vegas Golden Knights,,,,20172018,59,8,74,N,Whitecloud,CAN,8480727,19,D,R,Zach Whitecloud,210
343,343,343,21,Dorchester,CAN,1993-06-15,ON,CBJ,Columbus Blue Jackets,37.0,2.0,2011.0,20132014,59,23,74,N,Jenner,CAN,8476432,44,C,L,Boone Jenner,204
344,344,344,5,Long Beach,USA,1997-12-21,NY,BOS,Boston Bruins,14.0,1.0,2016.0,20162017,6,0,73,N,McAvoy,USA,8479325,5,D,R,Charlie McAvoy,211
345,345,345,1,St. John's,CAN,1996-03-29,NL,CGY,Calgary Flames,127.0,5.0,2014.0,20182019,9,0,73,N,Bishop,CAN,8478056,1,C,L,Clark Bishop,197
346,346,346,4,Carp,CAN,1991-05-09,ON,,,12.0,1.0,2009.0,20112012,69,4,73,N,de Haan,CAN,8475177,8,D,L,Calvin de Haan,192
347,347,347,2,Borlange,SWE,1990-05-24,,EDM,Edmonton Oilers,102.0,4.0,2009.0,20142015,4,0,77,N,Ekholm,SWE,8475218,2,D,L,Mattias Ekholm,225
348,348,348,13,Gallivare,SWE,1999-11-06,,CBJ,Columbus Blue Jackets,23.0,1.0,2018.0,20182019,80,16,73,N,Lundestrom,SWE,8480806,29,C,L,Isac Lundestrom,192
349,349,349,0,Omsk,RUS,1994-10-27,,,,,,,20212022,3,0,72,N,Semyonov,RUS,8482815,0,C,L,Kirill Semyonov,171
350,350,350,27,Toronto,CAN,1992-06-09,ON,EDM,Edmonton Oilers,123.0,5.0,2010.0,20152016,76,27,73,N,Hyman,CAN,8475786,54,L,R,Zach Hyman,206
351,351,351,8,Repentigny,CAN,1995-03-27,QC,,,39.0,2.0,2013.0,20152016,38,4,72,N,Dauphin,CAN,8477460,12,C,L,Laurent Dauphin,186
352,352,352,34,Halifax,CAN,1989-09-14,NS,ANA,Anaheim Ducks,77.0,3.0,2007.0,20122013,82,25,73,N,Killorn,CAN,8473986,59,L,L,Alex Killorn,205
353,353,353,4,Minneapolis,USA,1991-11-01,MN,MIN,Minnesota Wild,31.0,2.0,2010.0,20132014,39,1,74,N,Pitlick,USA,8475752,5,C,R,Tyler Pitlick,199
354,354,354,0,West Bloomfield,USA,2000-08-06,MI,EDM,Edmonton Oilers,67.0,3.0,2018.0,20202021,15,1,76,N,Regula,USA,8480831,1,D,R,Alec Regula,211
355,355,355,30,Bromont,CAN,1993-05-01,QC,SEA,Seattle Kraken,,,,20162017,82,15,72,N,Gaudreau,CAN,8477919,45,C,R,Freddy Gaudreau,184
356,356,356,0,Calgary,CAN,1999-07-12,AB,,,96.0,4.0,2019.0,20202021,2,0,74,N,Thompson,CAN,8481740,0,R,R,Tyce Thompson,193
357,357,357,0,Minooka,USA,1997-06-01,IL,VGK,Vegas Golden Knights,169.0,6.0,2016.0,20202021,1,0,73,N,Laczynski,USA,8479550,0,C,R,Tanner Laczynski,211
358,358,358,1,North Andover,USA,1993-03-28,MA,DAL,Dallas Stars,194.0,7.0,2011.0,20212022,7,1,68,N,Blackwell,USA,8476278,2,C,R,Colin Blackwell,181
359,359,359,1,Kiiminki,FIN,1996-04-27,,FLA,Florida Panthers,127.0,5.0,2015.0,20202021,12,0,78,N,Mikkola,FIN,8478859,1,D,L,Niko Mikkola,204
360,360,360,5,Saginaw,USA,1999-01-24,MN,WPG,Winnipeg Jets,43.0,2.0,2017.0,20212022,15,0,76,N,Samberg,USA,8480049,5,D,L,Dylan Samberg,216
361,361,361,58,Natick,USA,1990-01-10,MA,WSH,Washington Capitals,27.0,1.0,2008.0,20092010,84,18,75,N,Carlson,USA,8474590,76,D,R,John Carlson,220
362,362,362,8,Kotka,FIN,2000-03-15,,WPG,Winnipeg Jets,20.0,1.0,2018.0,20202021,57,5,74,N,Kupari,FIN,8480845,13,C,R,Rasmus Kupari,201
363,363,363,57,Plover,USA,1984-07-11,WI,,,205.0,7.0,2003.0,20062007,89,30,73,N,Pavelski,USA,8470794,87,C,R,Joe Pavelski,196
364,364,364,0,Kristianstad,SWE,1999-04-30,,SJS,San Jose Sharks,17.0,1.0,2017.0,20212022,2,0,73,N,Liljegren,SWE,8480043,0,D,R,Timothy Liljegren,200
365,365,365,2,Omsk,RUS,1995-10-05,,,,,,,20212022,4,0,70,N,Tkachev,RUS,8478250,2,L,R,Vladimir Tkachev,165
366,366,366,14,Turku,FIN,1994-10-27,,PHI,Philadelphia Flyers,8.0,1.0,2013.0,20132014,66,2,76,N,Ristolainen,FIN,8477499,16,D,R,Rasmus Ristolainen,208
367,367,367,0,Coon Rapids,USA,1998-04-10,MN,BOS,Boston Bruins,25.0,1.0,2016.0,20212022,10,1,78,N,Tufte,USA,8479362,1,L,L,Riley Tufte,233
368,368,368,9,Colorado Springs,USA,1996-11-26,CO,TOR,Toronto Maple Leafs,37.0,2.0,2015.0,20162017,79,6,77,N,Carlo,USA,8478443,15,D,R,Brandon Carlo,227
369,369,369,18,Gavle,SWE,1991-09-25,,TOR,Toronto Maple Leafs,51.0,2.0,2010.0,20132014,66,12,72,N,Jarnkrok,SWE,8475714,30,C,R,Calle Jarnkrok,193
370,370,370,28,Grand Rapids,USA,1985-07-30,MN,,,61.0,2.0,2004.0,20072008,72,2,71,N,Goligoski,USA,8471274,30,D,L,Alex Goligoski,173
371,371,371,11,Uppsala,SWE,2000-03-07,,WSH,Washington Capitals,29.0,1.0,2018.0,20192020,51,5,71,N,Sandin,SWE,8480873,16,D,L,Rasmus Sandin,189
372,372,372,8,Noormarkku,FIN,1996-01-29,,NJD,New Jersey Devils,65.0,3.0,2014.0,20182019,75,7,74,N,Lammikko,FIN,8477996,15,C,L,Juho Lammikko,191
373,373,373,0,Richmond,CAN,1997-03-25,BC,LAK,Los Angeles Kings,116.0,4.0,2015.0,20202021,2,0,73,N,Gawdin,CAN,8478446,0,C,R,Glenn Gawdin,195
374,374,374,0,Ottawa,CAN,1989-07-12,ON,,,139.0,5.0,2008.0,20142015,2,0,74,N,Borowiecki,CAN,8474697,0,D,L,Mark Borowiecki,204
375,375,375,0,Göteborg,SWE,2000-03-14,,WPG,Winnipeg Jets,50.0,2.0,2019.0,20212022,4,0,72,N,Fagemo,SWE,8481239,0,L,R,Samuel Fagemo,200
376,376,376,7,Caroline,CAN,1987-05-02,AB,,,67.0,3.0,2005.0,20072008,31,2,70,N,Russell,CAN,8471729,9,D,L,Kris Russell,170
377,377,377,1,Toronto,CAN,1993-02-26,ON,SJS,San Jose Sharks,,,,20172018,9,0,74,N,Goodrow,CAN,8476624,1,C,L,Barclay Goodrow,210
378,378,378,34,Regina,CAN,1985-05-10,SK,,,19.0,1.0,2003.0,20052006,56,3,76,N,Getzlaf,CAN,8470612,37,C,R,Ryan Getzlaf,220
379,379,379,32,Ann Arbor,USA,1994-07-08,MI,DET,Detroit Red Wings,104.0,4.0,2013.0,20142015,72,21,73,N,Copp,USA,8477429,53,C,L,Andrew Copp,200
380,380,380,0,Lloydminster,CAN,1999-06-14,AB,,,,,,20212022,1,0,73,N,Kindopp,CAN,8481815,0,R,R,Bryce Kindopp,185
381,381,381,20,Regina,CAN,1994-07-25,SK,PIT,Pittsburgh Penguins,7.0,1.0,2012.0,20132014,57,7,72,N,Dumba,CAN,8476856,27,D,R,Mathew Dumba,191
382,382,382,25,Cologne,DEU,1995-10-27,,EDM,Edmonton Oilers,3.0,1.0,2014.0,20162017,16,7,74,N,Draisaitl,DEU,8477934,32,C,L,Leon Draisaitl,209
383,383,383,23,Holland Landing,CAN,1996-06-20,ON,FLA,Florida Panthers,4.0,1.0,2014.0,20142015,81,29,73,N,Bennett,CAN,8477935,52,C,L,Sam Bennett,193
384,384,384,27,London,CAN,1985-01-01,ON,,,11.0,1.0,2003.0,20052006,83,23,75,N,Carter,CAN,8470604,50,C,R,Jeff Carter,219
385,385,385,4,Regina,CAN,1993-09-27,SK,,,2.0,1.0,2012.0,20132014,37,0,73,N,Murray,CAN,8476850,4,D,L,Ryan Murray,206
386,386,386,23,Chelyabinsk,RUS,1989-03-12,,NJD,New Jersey Devils,71.0,3.0,2007.0,20092010,78,20,71,N,Dadonov,RUS,8474149,43,L,L,Evgenii Dadonov,188
387,387,387,0,New Westminster,CAN,1992-09-13,BC,,,,,,20152016,2,0,72,N,Elson,CAN,8476505,0,C,L,Turner Elson,188
388,388,388,11,Le Blanc-Mesnil,FRA,1985-03-06,,,,,,,20142015,80,9,71,N,Bellemare,FRA,8477930,20,L,L,Pierre-Edouard Bellemare,198
389,389,389,0,Hull,CAN,1987-09-22,QC,,,6.0,1.0,2006.0,20122013,1,0,73,N,Brassard,CAN,8473544,0,C,L,Derick Brassard,200
390,390,390,26,Syracuse,USA,1996-05-10,NY,BUF,Buffalo Sabres,18.0,1.0,2014.0,20162017,50,12,76,N,Tuch,USA,8477949,38,R,R,Alex Tuch,219
391,391,391,3,Calgary,CAN,1996-06-30,AB,,,,,,20182019,15,1,70,N,Hirose,CAN,8481433,4,L,L,Taro Hirose,162
392,392,392,4,Ottawa,CAN,1989-07-12,ON,,,139.0,5.0,2008.0,20112012,57,0,74,N,Borowiecki,CAN,8474697,4,D,L,Mark Borowiecki,204
393,393,393,14,Kromeriz,CZE,1999-09-05,,VAN,Vancouver Canucks,21.0,1.0,2017.0,20172018,67,8,74,N,Chytil,CZE,8480078,22,C,L,Filip Chytil,210
394,394,394,2,Skalica,SVK,1998-10-28,,,,143.0,5.0,2017.0,20202021,33,2,73,N,Studenic,SVK,8480226,4,R,L,Marián Studenic,190
395,395,395,17,Skelleftea,SWE,1992-11-12,,SEA,Seattle Kraken,4.0,1.0,2011.0,20112012,82,8,75,N,Larsson,SWE,8476457,25,D,R,Adam Larsson,207
396,396,396,20,Toronto,CAN,1993-02-26,ON,SJS,San Jose Sharks,,,,20142015,79,13,74,N,Goodrow,CAN,8476624,33,C,L,Barclay Goodrow,210
397,397,397,24,Karlskrona,SWE,1991-07-17,,TOR,Toronto Maple Leafs,6.0,1.0,2009.0,20102011,79,5,74,N,Ekman-Larsson,SWE,8475171,29,D,L,Oliver Ekman-Larsson,190
398,398,398,5,Gothenburg,SWE,1996-02-22,,DET,Detroit Red Wings,91.0,4.0,2014.0,20192020,33,0,74,N,Lagesson,SWE,8478021,5,D,L,William Lagesson,211
399,399,399,14,Huntsville,USA,1990-05-27,AL,WSH,Washington Capitals,198.0,7.0,2009.0,20152016,64,10,74,N,Dowd,USA,8475343,24,C,R,Nic Dowd,195
400,400,400,0,LaSalle,CAN,1991-02-22,QC,PHI,Philadelphia Flyers,84.0,3.0,2009.0,20212022,5,0,73,N,Deslauriers,CAN,8475235,0,L,L,Nicolas Deslauriers,218
401,401,401,13,Minneapolis,USA,1987-02-10,MN,,,201.0,7.0,2007.0,20102011,88,6,74,N,Braun,USA,8474027,19,D,R,Justin Braun,205
402,402,402,5,Hinsdale,USA,1991-10-07,IL,COL,Colorado Avalanche,160.0,6.0,2011.0,20152016,20,3,75,N,Manson,CAN,8476312,8,D,R,Josh Manson,218
403,403,403,2,Moscow,RUS,1999-06-25,,STL,St. Louis Blues,113.0,4.0,2017.0,20212022,40,2,78,N,Toropchenko,RUS,8480281,4,R,L,Alexey Toropchenko,225
404,404,404,1,Moscow,RUS,1997-07-11,,CGY,Calgary Flames,,,,20212022,11,0,76,N,Miromanov,RUS,8482624,1,D,R,Daniil Miromanov,207
405,405,405,14,St. Albert,CAN,1987-05-15,AB,,,,,,20102011,76,5,76,N,Holden,CAN,8474207,19,D,L,Nick Holden,210
406,406,406,21,Spokane,USA,1998-09-29,WA,UTA,Utah Mammoth,22.0,1.0,2017.0,20172018,81,20,69,N,Yamamoto,USA,8479977,41,R,R,Kailer Yamamoto,178
407,407,407,19,Oakville,CAN,1994-05-30,ON,TOR,Toronto Maple Leafs,20.0,1.0,2012.0,20122013,67,11,73,N,Laughton,CAN,8476872,30,C,L,Scott Laughton,190
408,408,408,7,Esko,USA,1995-09-26,MN,,,,,,20182019,44,3,71,N,Kuhlman,USA,8480901,10,C,R,Karson Kuhlman,184
409,409,409,4,Bonney Lake,USA,1996-08-26,WA,,,60.0,2.0,2016.0,20172018,63,3,72,N,Gambrell,USA,8479580,7,C,R,Dylan Gambrell,191
410,410,410,8,Volketswil,CHE,1993-07-08,,,,,,,20152016,41,3,74,N,Kukan,CHE,8478567,11,D,L,Dean Kukan,190
411,411,411,6,Denver,USA,1994-05-01,CO,CAR,Carolina Hurricanes,120.0,4.0,2012.0,20182019,14,2,75,N,Slavin,USA,8476958,8,D,L,Jaccob Slavin,207
412,412,412,1,Joliette,CAN,1996-12-14,QC,FLA,Florida Panthers,39.0,2.0,2015.0,20162017,9,1,75,N,Greer,CAN,8478421,2,L,L,A.J. Greer,209
413,413,413,22,Alvkarleby,SWE,1998-05-07,,,,4.0,1.0,2016.0,20162017,65,14,76,N,Puljujarvi,FIN,8479344,36,R,R,Jesse Puljujarvi,216
414,414,414,16,Niagara Falls,USA,1993-01-20,NY,BOS,Boston Bruins,133.0,5.0,2011.0,20162017,77,14,74,N,Kuraly,USA,8476374,30,C,L,Sean Kuraly,208
415,415,415,10,North Andover,USA,1993-03-28,MA,DAL,Dallas Stars,194.0,7.0,2011.0,20182019,58,10,68,N,Blackwell,USA,8476278,20,C,R,Colin Blackwell,181
416,416,416,21,Brno,CZE,1997-04-06,,BOS,Boston Bruins,6.0,1.0,2015.0,20152016,70,15,76,N,Zacha,CZE,8478401,36,C,L,Pavel Zacha,211
417,417,417,1,Wyandotte,USA,1992-12-31,MI,,,,,,20192020,40,11,69,N,Mayhew,USA,8479933,12,C,R,Gerry Mayhew,161
418,418,418,29,St. Petersburg,RUS,1994-06-17,,,,,,,20202021,70,10,70,N,Barabanov,RUS,8482222,39,L,L,Alexander Barabanov,195
419,419,419,21,Kuopio,FIN,1996-07-23,,EDM,Edmonton Oilers,22.0,1.0,2014.0,20152016,79,11,73,N,Kapanen,FIN,8477953,32,R,R,Kasperi Kapanen,194
420,420,420,42,Clinton,CAN,1991-02-07,ON,NSH,Nashville Predators,33.0,2.0,2009.0,20092010,90,28,73,N,O'Reilly,CAN,8475158,70,C,L,Ryan O'Reilly,207
421,421,421,6,Swift Current,CAN,1998-10-16,SK,DAL,Dallas Stars,33.0,2.0,2017.0,20202021,23,2,74,N,Lind,CAN,8479986,8,R,R,Kole Lind,190
422,422,422,2,Kirkkonummi,FIN,1992-03-31,,,,104.0,4.0,2010.0,20202021,7,0,79,N,Hakanpää,FIN,8475825,2,D,R,Jani Hakanpää,225
423,423,423,5,Hearst,CAN,1988-01-12,ON,OTT,Ottawa Senators,22.0,1.0,2006.0,20082009,10,3,71,N,Giroux,CAN,8473512,8,R,R,Claude Giroux,186
424,424,424,1,St. Albert,CAN,1999-01-18,AB,DET,Detroit Red Wings,57.0,2.0,2017.0,20202021,8,0,71,N,Mitchell,CAN,8480070,1,D,R,Ian Mitchell,198
425,425,425,12,Ostervala,SWE,1998-10-20,,,,38.0,2.0,2017.0,20192020,63,1,74,N,Lindström,SWE,8480184,13,D,R,Gustav Lindström,194
426,426,426,30,Sherbrooke,CAN,1988-05-28,QC,OTT,Ottawa Senators,26.0,1.0,2007.0,20072008,67,27,72,N,Perron,CAN,8474102,57,L,R,David Perron,202
427,427,427,40,Boden,SWE,1994-12-02,,BOS,Boston Bruins,5.0,1.0,2013.0,20132014,82,42,73,N,Lindholm,SWE,8477496,82,C,R,Elias Lindholm,200
428,428,428,12,Slave Lake,CAN,1996-05-10,AB,MIN,Minnesota Wild,48.0,2.0,2014.0,20182019,74,11,72,N,Aube-Kubel,CAN,8477979,23,R,R,Nicolas Aube-Kubel,213
429,429,429,13,Kosice,SVK,1997-05-28,,TBL,Tampa Bay Lightning,43.0,2.0,2015.0,20182019,78,2,76,N,Cernak,SVK,8478416,15,D,R,Erik Cernak,230
430,430,430,4,Calgary,CAN,1996-05-01,AB,TOR,Toronto Maple Leafs,8.0,1.0,2014.0,20162017,7,3,72,N,Nylander,SWE,8477939,7,R,R,William Nylander,200
431,431,431,20,Togliatti,RUS,1997-06-07,,,,12.0,1.0,2015.0,20162017,73,11,75,N,Gurianov,RUS,8478495,31,R,L,Denis Gurianov,205
432,432,432,25,Madison,USA,1985-01-21,WI,,,7.0,1.0,2003.0,20052006,82,7,73,N,Suter,USA,8470600,32,D,L,Ryan Suter,201
433,433,433,74,Bern,CHE,1990-06-01,,NSH,Nashville Predators,38.0,2.0,2008.0,20112012,84,24,73,N,Josi,CHE,8474600,98,D,L,Roman Josi,201
434,434,434,5,Oakville,CAN,2000-08-14,ON,,,21.0,1.0,2018.0,20212022,39,1,72,N,Merkley,CAN,8480847,6,D,R,Ryan Merkley,186
435,435,435,11,Phoenix,USA,1992-12-07,AZ,PHI,Philadelphia Flyers,8.0,1.0,2011.0,20112012,29,6,76,N,Couturier,CAN,8476461,17,C,L,Sean Couturier,210
436,436,436,1,Helsinki,FIN,1999-06-01,,WPG,Winnipeg Jets,24.0,1.0,2017.0,20182019,53,2,75,N,Vesalainen,FIN,8480005,3,L,L,Kristian Vesalainen,207
437,437,437,4,Oshawa,CAN,1993-03-15,ON,BUF,Buffalo Sabres,,,,20212022,45,10,68,N,Danforth,CAN,8479941,14,R,R,Justin Danforth,193
438,438,438,6,Joensuu,FIN,1999-01-01,,NYR,New York Rangers,18.0,1.0,2017.0,20182019,29,0,74,N,Vaakanainen,FIN,8480001,6,D,L,Urho Vaakanainen,202
439,439,439,1,Ottawa,CAN,2001-09-19,ON,BUF,Buffalo Sabres,8.0,1.0,2020.0,20212022,2,1,73,N,Quinn,CAN,8482097,2,R,R,Jack Quinn,185
440,440,440,62,Novokuznetsk,RUS,1997-04-26,,MIN,Minnesota Wild,135.0,5.0,2015.0,20202021,87,54,70,N,Kaprizov,RUS,8478864,116,L,L,Kirill Kaprizov,202
441,441,441,4,Boden,SWE,1994-12-02,,BOS,Boston Bruins,5.0,1.0,2013.0,20182019,12,5,73,N,Lindholm,SWE,8477496,9,C,R,Elias Lindholm,200
442,442,442,1,Zurich,CHE,2003-01-30,,ANA,Anaheim Ducks,3.0,1.0,2021.0,20212022,9,2,73,N,McTavish,CAN,8482745,3,C,L,Mason McTavish,219
443,443,443,1,Winnipeg,CAN,1999-04-01,MB,NJD,New Jersey Devils,6.0,1.0,2017.0,20192020,8,0,75,N,Glass,CAN,8479996,1,C,R,Cody Glass,201
444,444,444,37,Toronto,CAN,1995-08-14,ON,FLA,Florida Panthers,82.0,3.0,2013.0,20192020,88,30,74,N,Verhaeghe,CAN,8477409,67,C,L,Carter Verhaeghe,183
445,445,445,0,Volgograd,RUS,1999-06-16,,,,84.0,3.0,2017.0,20212022,1,0,75,N,Samorukov,RUS,8480041,0,D,L,Dmitri Samorukov,188
446,446,446,17,Toronto,CAN,1989-05-13,ON,,,43.0,2.0,2007.0,20092010,77,5,72,N,Subban,CAN,8474056,22,D,R,P.K. Subban,210
447,447,447,7,Helsinki,FIN,1994-09-11,,CHI,Chicago Blackhawks,18.0,1.0,2012.0,20142015,14,4,71,N,Teravainen,FIN,8476882,11,C,L,Teuvo Teravainen,191
448,448,448,4,Winnipeg,CAN,1983-07-16,MB,,,54.0,2.0,2002.0,20082009,16,1,73,N,Keith,CAN,8470281,5,D,L,Duncan Keith,192
449,449,449,0,Queens,USA,1993-09-30,NY,,,,,,20182019,1,0,70,N,Greco,USA,8479447,0,R,R,Anthony Greco,179
450,450,450,0,Bronxville,USA,1995-03-07,NY,TBL,Tampa Bay Lightning,42.0,2.0,2013.0,20202021,1,0,75,N,Santini,USA,8477463,0,D,R,Steven Santini,217
451,451,451,0,Kosice,SVK,1996-04-02,,,,139.0,5.0,2015.0,20172018,11,0,75,N,Jaros,SVK,8478868,0,D,R,Christian Jaros,222
452,452,452,8,Bockträsk,SWE,2000-12-20,,VAN,Vancouver Canucks,40.0,2.0,2019.0,20202021,60,10,69,N,Hoglander,SWE,8481535,18,L,L,Nils Hoglander,185
453,453,453,1,Golden,CAN,1998-07-20,BC,,,56.0,2.0,2016.0,20192020,12,0,71,N,Dube,CAN,8479346,1,C,L,Dillon Dube,185
454,454,454,25,Winnipeg,CAN,1988-04-29,MB,WPG,Winnipeg Jets,3.0,1.0,2006.0,20072008,71,12,74,N,Toews,CAN,8473604,37,C,L,Jonathan Toews,201
455,455,455,4,Vancouver,CAN,1995-07-12,BC,LAK,Los Angeles Kings,196.0,7.0,2013.0,20202021,42,1,72,N,Burroughs,CAN,8477335,5,D,R,Kyle Burroughs,193
